Yes,MX-2014-135867,LATAM,Raymond Buch,Veracruz,Mexico,Labels,"Avery Shipping Labels, Laser Printer Compatible",5
Yes,MX-2013-135916,LATAM,Matt Collister,Chimaltenango,Guatemala,Appliances,"Breville Stove, White",0
Yes,CA-2013-105291,United States,Susan Pistek,California,United States,Fasteners,Assorted Color Push Pins,5
Yes,ID-2014-68505,APAC,Joe Elijah,Seoul,South Korea,Envelopes,"Cameo Peel and Seal, Set of 50",4
Yes,US-2012-112004,LATAM,Denny Ordway,Sinaloa,Mexico,Paper,"SanDisk Parchment Paper, 8.5 x 11",6
Yes,IN-2013-68449,APAC,Pamela Coakley,Maharashtra,India,Storage,"Fellowes Shelving, Blue",5
Yes,IN-2014-28640,APAC,Jonathan Doherty,Yangon,Myanmar (Burma),Chairs,"Office Star Steel Folding Chair, Red",2
Yes,MX-2012-105662,LATAM,Zuschuss Donatelli,México,Mexico,Furnishings,"Tenex Frame, Black",7
Yes,ES-2014-4472745,EU,Bart Watters,Asturias,Spain,Appliances,"Cuisinart Refrigerator, Black",4
Yes,US-2013-162068,LATAM,Susan Pistek,Santa Fe,Argentina,Chairs,"Novimex Steel Folding Chair, Set of Two",4
Yes,ID-2011-69142,APAC,Mike Pelletier,Shanxi,China,Tables,"Lesro Round Table, Rectangular",2
Yes,MX-2011-157000,LATAM,Katherine Hughes,Maranhão,Brazil,Accessories,"SanDisk Memory Card, Bluetooth",5
Yes,IN-2011-72502,APAC,Dave Brooks,Jiangsu,China,Phones,"Samsung Smart Phone, Full Size",0
Yes,IN-2013-13786,APAC,Jason Gross,Hubei,China,Chairs,"SAFCO Bag Chairs, Set of Two",6
Yes,MX-2012-104269,LATAM,Thais Sissman,San Salvador,El Salvador,Art,"Sanford Markers, Water Color",4
Yes,MX-2012-152905,LATAM,Aaron Smayling,Distrito Federal,Mexico,Storage,"Eldon Trays, Blue",4
Yes,IN-2012-39889,APAC,Jim Epp,Shandong,China,Binders,"Cardinal Index Tab, Clear",0
Yes,IT-2014-5517515,EU,John Castell,South Holland,Netherlands,Appliances,"Cuisinart Blender, Silver",2
Yes,ES-2014-5297792,EU,Michael Dominguez,Madrid,Spain,Storage,"Fellowes Trays, Single Width",6
Yes,MX-2013-139948,LATAM,Doug Bickford,Michoacán,Mexico,Machines,"Konica Phone, Durable",4
Yes,IT-2014-2277753,EU,Tamara Willingham,Sicily,Italy,Supplies,"Kleencut Ruler, Serrated",4
Yes,IN-2014-25637,APAC,Deanra Eno,Hebei,China,Fasteners,"OIC Clamps, Metal",5
Yes,MX-2013-110828,LATAM,Valerie Mitchum,Coahuila,Mexico,Accessories,"Belkin Memory Card, Erganomic",5
Yes,CA-2014-138163,United States,Xylona Preis,Massachusetts,United States,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,3
Yes,IN-2014-62366,APAC,Katrina Edelman,Hiroshima,Japan,Chairs,"Novimex Swivel Stool, Adjustable",0
Yes,MX-2013-134831,LATAM,Anthony Witt,Nuevo León,Mexico,Accessories,"Logitech Keyboard, Bluetooth",2
Yes,ES-2012-1295099,EU,Mitch Webber,Piedmont,Italy,Labels,"Avery Color Coded Labels, Laser Printer Compatible",6
Yes,IN-2012-30572,APAC,Troy Blackwell,Guangdong,China,Chairs,"Hon Executive Leather Armchair, Black",4
Yes,ES-2014-5385720,EU,Arthur Wiediger,England,United Kingdom,Bookcases,"Safco 3-Shelf Cabinet, Metal",5
Yes,ES-2013-5106699,EU,Maureen Fritzler,Aquitaine,France,Bookcases,"Ikea Stackable Bookrack, Metal",1
Yes,ID-2014-56752,APAC,Duane Benoit,Australian Capital Territory,Australia,Appliances,"KitchenAid Refrigerator, White",5
Yes,ID-2013-72362,APAC,Cari Sayre,Riau,Indonesia,Accessories,"SanDisk Router, Bluetooth",5
Yes,US-2013-114293,United States,Justin Hirsh,Oregon,United States,Chairs,Novimex Fabric Task Chair,5
Yes,ES-2014-1703772,EU,Dean Katz,England,United Kingdom,Copiers,"Brother Personal Copier, High-Speed",5
Yes,IN-2013-69128,APAC,Karen Daniels,Guangdong,China,Tables,"Chromcraft Round Table, with Bottom Storage",5
Yes,ID-2011-49031,APAC,Maureen Fritzler,Aceh,Indonesia,Fasteners,"Stockwell Clamps, Bulk Pack",4
Yes,ES-2012-4804562,EU,Mark Packer,England,United Kingdom,Supplies,"Acme Trimmer, High Speed",7
Yes,IN-2012-13772,APAC,Adrian Barton,Victoria,Australia,Paper,"SanDisk Cards & Envelopes, 8.5 x 11",4
Yes,IN-2012-44691,APAC,Fred McMath,Victoria,Australia,Accessories,"Logitech Memory Card, Programmable",2
Yes,US-2014-167178,LATAM,Sung Chung,Michoacán,Mexico,Chairs,"Office Star Steel Folding Chair, Red",7
Yes,ID-2014-17475,APAC,Dave Hallsten,Yogyakarta,Indonesia,Appliances,"Hamilton Beach Microwave, White",5
Yes,IT-2014-4273010,EU,Katrina Bavinger,Dublin,Ireland,Appliances,"Hoover Microwave, White",2
Yes,IN-2013-55135,APAC,Melanie Seite,Aichi,Japan,Envelopes,"Ames Mailers, Recycled",5
Yes,ES-2013-2638509,EU,Maribeth Dona,England,United Kingdom,Copiers,"Hewlett Ink, Color",3
Yes,IN-2014-47848,APAC,Carl Jackson,Queensland,Australia,Labels,"Avery Round Labels, 5000 Label Set",4
Yes,IN-2011-56486,APAC,Janet Molinari,Ho Chí Minh City,Vietnam,Phones,"Nokia Office Telephone, with Caller ID",6
Yes,IT-2013-1665440,EU,Paul Stevenson,Lower Saxony,Germany,Accessories,"SanDisk Router, USB",5
Yes,CA-2012-141593,United States,Darren Budd,California,United States,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",2
Yes,IN-2014-51607,APAC,Harold Dahlen,Hunan,China,Bookcases,"Bush Classic Bookcase, Metal",5
Yes,ES-2013-5648133,EU,Dennis Bolton,Vienna,Austria,Accessories,"Logitech Keyboard, Programmable",5
Yes,ES-2013-2310454,EU,Ruben Ausman,Languedoc-Roussillon,France,Appliances,"Hoover Microwave, White",2
Yes,MX-2011-131688,LATAM,Benjamin Patterson,México,Mexico,Storage,"Eldon Lockers, Single Width",4
Yes,IN-2014-46595,APAC,Maris LaWare,Guangdong,China,Accessories,"Logitech Memory Card, Bluetooth",2
Yes,US-2012-157224,LATAM,Michael Dominguez,Puebla,Mexico,Chairs,"Office Star Rocking Chair, Adjustable",5
Yes,CA-2011-108609,United States,Anthony Jacobs,Ohio,United States,Tables,Hon 94000 Series Round Tables,2
Yes,IN-2011-25070,APAC,Michael Nguyen,Anhui,China,Storage,"Tenex Lockers, Blue",5
Yes,IN-2014-43410,APAC,Bill Overfelt,Western Australia,Australia,Bookcases,"Sauder Library with Doors, Mobile",4
Yes,US-2013-151379,LATAM,Allen Armold,Lima (city),Peru,Tables,"Barricks Training Table, Rectangular",3
Yes,IN-2012-78865,APAC,John Lee,Anhui,China,Furnishings,"Rubbermaid Clock, Black",1
Yes,MX-2013-128440,LATAM,Jennifer Patt,Quintana Roo,Mexico,Copiers,"Sharp Fax and Copier, Color",7
Yes,CA-2012-153220,United States,Yoseph Carroll,California,United States,Paper,"Adams ""While You Were Out"" Message Pads",2
Yes,ES-2014-1182889,EU,Pete Takahito,England,United Kingdom,Binders,"Acco Binding Machine, Durable",5
Yes,CA-2014-123085,United States,Ed Jacobs,California,United States,Accessories,Imation Bio 2GB USB Flash Drive Imation Corp,5
Yes,ES-2011-5032747,EU,Lycoris Saunders,England,United Kingdom,Bookcases,"Bush 3-Shelf Cabinet, Metal",1
Yes,IN-2014-73447,APAC,Roger Barcio,Jilin,China,Phones,"Samsung Smart Phone, VoIP",5
Yes,ES-2013-5623189,EU,Bill Eplett,Antwerp,Belgium,Supplies,"Elite Ruler, Easy Grip",2
Yes,MX-2012-148586,LATAM,Erica Bern,São Paulo,Brazil,Tables,"Hon Coffee Table, Adjustable Height",4
Yes,ES-2014-2731678,EU,Maureen Fritzler,Lower Normandy,France,Art,"Stanley Highlighters, Fluorescent",4
Yes,IN-2013-12715,APAC,Charles Sheldon,Kanagawa,Japan,Machines,"Konica Receipt Printer, Wireless",2
Yes,MX-2013-110933,LATAM,Skye Norling,Sonora,Mexico,Phones,"Cisco Speaker Phone, Full Size",5
Yes,CA-2012-112144,United States,Craig Yedwab,Arizona,United States,Furnishings,Electrix Halogen Magnifier Lamp,4
Yes,MX-2012-113817,LATAM,Deanra Eno,Guatemala,Guatemala,Accessories,"Enermax Router, Programmable",1
Yes,CA-2014-145772,United States,Saphhira Shifley,California,United States,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,4
Yes,ID-2013-51446,APAC,Valerie Takahito,Sindh,Pakistan,Accessories,"Belkin Router, Erganomic",6
Yes,US-2012-146801,LATAM,Lena Creighton,Ceará,Brazil,Bookcases,"Ikea Library with Doors, Pine",2
Yes,CA-2011-169019,United States,Luke Foster,Texas,United States,Binders,GBC DocuBind P400 Electric Binding System,4
Yes,MX-2011-108749,LATAM,Patrick O'Brill,Quezaltenango,Guatemala,Furnishings,"Advantus Light Bulb, Erganomic",5
Yes,IN-2013-55639,APAC,Mike Kennedy,Kagawa,Japan,Art,"Stanley Canvas, Blue",4
Yes,ID-2011-77619,APAC,Mike Kennedy,Seoul,South Korea,Storage,"Rogers File Cart, Single Width",1
Yes,CA-2011-126522,United States,Larry Tron,California,United States,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",4
Yes,ES-2011-5803751,EU,Corey Roper,Valenciana,Spain,Furnishings,"Deflect-O Photo Frame, Duo Pack",4
Yes,ES-2014-1627638,EU,Nathan Gelder,Vienna,Austria,Paper,"SanDisk Message Books, Premium",5
Yes,IN-2012-56682,APAC,Katharine Harms,New South Wales,Australia,Copiers,"HP Copy Machine, Color",4
Yes,MX-2012-143826,LATAM,Aleksandra Gannaway,Tamaulipas,Mexico,Storage,"Eldon File Cart, Blue",7
Yes,CA-2014-142867,United States,Philisse Overcash,Texas,United States,Paper,Xerox 1900,4
Yes,US-2013-108049,LATAM,Philisse Overcash,Francisco Morazán,Honduras,Copiers,"Brother Fax and Copier, Color",4
Yes,ES-2013-4009230,EU,Katharine Harms,England,United Kingdom,Machines,"Okidata Phone, White",3
Yes,CA-2014-167395,United States,Kunst Miller,Massachusetts,United States,Phones,GE 30524EE4,2
Yes,US-2011-137673,LATAM,Rob Lucas,Sinaloa,Mexico,Furnishings,"Advantus Light Bulb, Duo Pack",2
Yes,MX-2014-132927,LATAM,Bill Eplett,Distrito Federal,Mexico,Phones,"Cisco Speaker Phone, Cordless",6
Yes,ES-2013-3078948,EU,Shahid Hopkins,Rhône-Alpes,France,Copiers,"Sharp Fax and Copier, Color",4
Yes,CA-2012-149342,United States,Theresa Swint,Georgia,United States,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",5
Yes,IN-2012-70073,APAC,Janet Molinari,Queensland,Australia,Binders,"Cardinal Index Tab, Economy",3
Yes,IN-2011-59013,APAC,Dan Reichenbach,Heilongjiang,China,Machines,"Panasonic Phone, Durable",7
Yes,ID-2014-33680,APAC,Pete Takahito,National Capital,Philippines,Accessories,"Memorex Flash Drive, Bluetooth",3
Yes,US-2013-130239,LATAM,Liz Pelletier,Guanajuato,Mexico,Bookcases,"Dania Library with Doors, Traditional",5
Yes,ES-2013-1874583,EU,Allen Goldenen,Midi-Pyrénées,France,Art,"Boston Highlighters, Fluorescent",0
Yes,ES-2012-5238758,EU,Sanjit Jacobs,England,United Kingdom,Art,"Stanley Canvas, Water Color",6
Yes,IN-2012-23089,APAC,Xylona Preis,Guangdong,China,Machines,"Panasonic Receipt Printer, Wireless",7
Yes,MX-2011-147039,LATAM,Christopher Martinez,Nuevo León,Mexico,Phones,"Samsung Smart Phone, VoIP",4
Yes,IN-2012-25371,APAC,Hilary Holden,Tokyo,Japan,Accessories,"Enermax Memory Card, USB",4
Yes,ES-2013-1072619,EU,Susan MacKendrick,Ile-de-France,France,Fasteners,"Stockwell Thumb Tacks, 12 Pack",4
Yes,IN-2014-62338,APAC,Anna Häberlin,Liaoning,China,Binders,"Cardinal Index Tab, Clear",6
Yes,ES-2011-5464858,EU,Karen Bern,Upper Austria,Austria,Labels,"Hon Legal Exhibit Labels, Adjustable",2
Yes,MX-2011-108560,LATAM,Ted Butterfield,Puebla,Mexico,Labels,"Harbour Creations File Folder Labels, Adjustable",2
Yes,CA-2014-161557,United States,Arthur Gainer,Texas,United States,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,5
Yes,ES-2012-2376426,EU,Paul Stevenson,Finland Proper,Finland,Labels,"Novimex Legal Exhibit Labels, 5000 Label Set",5
Yes,IT-2011-1521406,EU,Adam Shillingsburg,North Brabant,Netherlands,Bookcases,"Sauder 3-Shelf Cabinet, Mobile",4
Yes,IN-2013-27828,APAC,Valerie Takahito,Fujian,China,Copiers,"Sharp Wireless Fax, Digital",4
Yes,US-2011-119935,LATAM,Kean Takahito,Panama,Panama,Accessories,"Enermax Memory Card, USB",4
Yes,MX-2012-134446,LATAM,Eric Hoffmann,Distrito Federal,Mexico,Storage,"Fellowes Shelving, Single Width",0
Yes,MX-2014-121377,LATAM,Sean O'Donnell,São Paulo,Brazil,Fasteners,"OIC Staples, Assorted Sizes",4
Yes,CA-2014-108931,United States,Henia Zydlo,New York,United States,Paper,Xerox 1980,5
Yes,MX-2011-168662,LATAM,Karen Carlisle,México,Mexico,Supplies,"Stiletto Letter Opener, Steel",5
Yes,ES-2014-5762425,EU,Anemone Ratner,Uusimaa,Finland,Accessories,"Belkin Numeric Keypad, Bluetooth",3
Yes,IN-2014-27863,APAC,Gary Zandusky,Jiangxi,China,Storage,"Rogers Lockers, Blue",6
Yes,CA-2014-154214,United States,Troy Blackwell,Indiana,United States,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",5
Yes,ES-2014-2769035,EU,Mike Pelletier,Ile-de-France,France,Copiers,"Brother Copy Machine, Laser",5
Yes,IN-2013-47911,APAC,Sarah Foster,New South Wales,Australia,Paper,"SanDisk Memo Slips, Multicolor",5
Yes,ES-2011-3864297,EU,Clytie Kelty,Saxony,Germany,Chairs,"Novimex Steel Folding Chair, Red",7
Yes,MX-2013-148628,LATAM,Frank Olsen,Nuevo León,Mexico,Storage,"Smead Shelving, Single Width",6
Yes,CA-2013-133802,United States,Stephanie Phelps,California,United States,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,6
Yes,ID-2013-41968,APAC,Anthony O'Donnell,Gyeonggi,South Korea,Accessories,"Memorex Memory Card, Erganomic",5
Yes,ES-2014-3609825,EU,Xylona Preis,Provence-Alpes-Côte d'Azur,France,Storage,"Smead Shelving, Industrial",2
Yes,US-2014-143441,LATAM,Ted Trevino,Nuevo León,Mexico,Furnishings,"Tenex Stacking Tray, Erganomic",4
Yes,IN-2012-10986,APAC,Jane Waco,Tochigi,Japan,Chairs,"Harbour Creations Bag Chairs, Black",5
Yes,ES-2011-4694484,EU,John Castell,Baden-Württemberg,Germany,Art,"Binney & Smith Markers, Fluorescent",3
Yes,MX-2014-147599,LATAM,Cindy Stewart,Chiapas,Mexico,Chairs,"Hon Swivel Stool, Black",3
Yes,IN-2013-15466,APAC,Herbert Flentye,Fujian,China,Fasteners,"Accos Push Pins, Metal",5
Yes,MX-2013-131142,LATAM,Chad Cunningham,Jalisco,Mexico,Paper,"Xerox Computer Printout Paper, Multicolor",4
Yes,ID-2013-83975,APAC,Ralph Ritter,Victoria,Australia,Envelopes,"Jiffy Interoffice Envelope, Security-Tint",6
Yes,ES-2012-2280466,EU,Raymond Buch,Ile-de-France,France,Art,"Sanford Highlighters, Easy-Erase",5
Yes,ES-2013-3007238,EU,Paul Prost,Tuscany,Italy,Art,"BIC Markers, Fluorescent",6
Yes,ES-2013-3927096,EU,Barry Franz,Provence-Alpes-Côte d'Azur,France,Copiers,"Hewlett Fax Machine, High-Speed",7
Yes,ES-2013-5911126,EU,Andrew Gjertsen,Rhône-Alpes,France,Phones,"Nokia Signal Booster, Cordless",2
Yes,CA-2014-101805,United States,Sally Hughsby,Washington,United States,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",5
Yes,ID-2011-64599,APAC,Carol Adams,Shizuoka,Japan,Phones,"Samsung Smart Phone, VoIP",5
Yes,IN-2014-35346,APAC,Tamara Manning,Fukuoka,Japan,Storage,"Tenex Shelving, Blue",4
Yes,CA-2012-104129,United States,Erin Smith,Rhode Island,United States,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",4
Yes,US-2013-108455,United States,Mike Kennedy,California,United States,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),6
Yes,ID-2011-17286,APAC,Charlotte Melton,Bangkok,Thailand,Storage,"Fellowes File Cart, Wire Frame",4
Yes,ES-2013-5746149,EU,Mitch Willingham,Castile-La Mancha,Spain,Paper,"Enermax Note Cards, Multicolor",6
Yes,IN-2012-75211,APAC,Cathy Hwang,Phnom Penh,Cambodia,Furnishings,"Advantus Light Bulb, Erganomic",5
Yes,MX-2014-155740,LATAM,Anthony Jacobs,Sinaloa,Mexico,Supplies,"Acme Ruler, High Speed",5
Yes,IN-2013-59454,APAC,Michael Oakman,New South Wales,Australia,Chairs,"Novimex Chairmat, Red",7
Yes,ES-2012-3715659,EU,Rachel Payne,Berlin,Germany,Labels,"Harbour Creations Removable Labels, Adjustable",5
Yes,ES-2014-1526550,EU,Darrin Sayre,Ile-de-France,France,Envelopes,"GlobeWeis Manila Envelope, Set of 50",4
Yes,IN-2014-46665,APAC,Ken Black,Western Australia,Australia,Appliances,"Hoover Refrigerator, Black",4
Yes,ES-2014-5060319,EU,Adrian Barton,Andalusía,Spain,Supplies,"Elite Trimmer, Easy Grip",3
Yes,MX-2013-141901,LATAM,Clay Cheatham,Michoacán,Mexico,Accessories,"Belkin Mouse, Programmable",6
Yes,IN-2012-75134,APAC,Dean Katz,Jiangsu,China,Binders,"Cardinal Index Tab, Clear",0
Yes,US-2013-131149,United States,Logan Haushalter,Texas,United States,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",4
Yes,ES-2011-5201850,EU,Frank Carlisle,Finland Proper,Finland,Chairs,"Harbour Creations Swivel Stool, Set of Two",4
Yes,IN-2012-52657,APAC,Benjamin Venier,Henan,China,Labels,"Smead Color Coded Labels, 5000 Label Set",2
Yes,CA-2013-159345,United States,Ivan Gibson,California,United States,Paper,Xerox 1934,5
Yes,IT-2011-2911544,EU,Scott Williamson,Ile-de-France,France,Phones,"Samsung Signal Booster, with Caller ID",6
Yes,ES-2012-5645358,EU,Michael Nguyen,England,United Kingdom,Tables,"Chromcraft Training Table, with Bottom Storage",2
Yes,CA-2013-116736,United States,Chuck Clark,New Hampshire,United States,Accessories,Logitech G19 Programmable Gaming Keyboard,4
Yes,CA-2011-160766,United States,Darrin Martin,New York,United States,Machines,Ativa V4110MDD Micro-Cut Shredder,0
Yes,ES-2014-4079805,EU,Liz Thompson,Rhône-Alpes,France,Accessories,"Logitech Flash Drive, Programmable",2
Yes,CA-2014-143084,United States,Barry Pond,California,United States,Envelopes,Peel & Seel Envelopes,4
Yes,CA-2012-157770,United States,Rob Dowd,California,United States,Phones,Plantronics Voyager Pro Legend,2
Yes,ES-2011-3108517,EU,Matt Hagelstein,Cork,Ireland,Bookcases,"Ikea Classic Bookcase, Traditional",5
Yes,US-2011-121636,LATAM,Julia West,Michoacán,Mexico,Bookcases,"Bush Library with Doors, Metal",2
Yes,ES-2014-5275437,EU,Natalie Fritzler,England,United Kingdom,Copiers,"Hewlett Wireless Fax, Color",0
Yes,ID-2012-28255,APAC,Toby Braunhardt,Jawa Barat,Indonesia,Bookcases,"Bush Corner Shelving, Mobile",3
Yes,ES-2013-1925248,EU,Max Ludwig,Ile-de-France,France,Copiers,"HP Wireless Fax, Digital",4
Yes,CA-2012-113628,United States,Anna Häberlin,Florida,United States,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",7
Yes,MX-2014-107279,LATAM,Jill Fjeld,Distrito Federal,Mexico,Copiers,"Hewlett Personal Copier, Color",5
Yes,IN-2011-35857,APAC,Duane Noonan,New South Wales,Australia,Furnishings,"Rubbermaid Light Bulb, Duo Pack",5
Yes,CA-2013-145919,United States,Henry Goldwyn,California,United States,Supplies,Premier Electric Letter Opener,5
Yes,MX-2014-161578,LATAM,Allen Goldenen,Escuintla,Guatemala,Bookcases,"Sauder Corner Shelving, Metal",2
Yes,IN-2012-33918,APAC,Shirley Daniels,Hubei,China,Storage,"Tenex Trays, Wire Frame",4
Yes,ES-2013-3061639,EU,Erica Smith,Madrid,Spain,Bookcases,"Bush Classic Bookcase, Traditional",0
